Student_ID,CGPA,DSA_Score,System_Design_Score,DBMS_Score,OOP_Proficiency,Cloud_DevOps_Score,Web_Dev_Score,Problem_Solving_Rating,Aptitude_Score,Communication_Rating,Teamwork_Score,Github_Projects_Count,Internship_Duration_Months,Certifications_Count,Hackathons_Participated,Mock_Interview_Score,Domain_Specialization,Curriculum_Updated_Year,Skill_Gap_Index
CSE_0981,6.67,31,100,20,56,77,83,1188,81,1,40,4,12,5,0,0,Cybersecurity,2024,15.78
CSE_0982,8.85,20,66,77,7,78,28,2221,48,1,6,2,4,2,6,58,Cybersecurity,2020,36.04
CSE_0983,5.53,7,43,3,78,42,40,957,17,4.2,86,1,8,3,5,68,AI_ML,2018,31.11
CSE_0984,5.38,71,32,22,94,96,41,1827,6,2,87,8,0,4,4,73,Cybersecurity,2018,20.44
CSE_0985,8.64,49,72,83,93,30,97,966,3,3.5,68,14,4,3,0,41,AI_ML,2024,0
CSE_0986,7.48,66,60,14,19,98,64,2291,89,2.8,68,0,6,1,0,33,FullStack,2020,23.54
CSE_0987,8.44,43,8,92,52,16,30,1759,68,4.5,80,8,10,0,5,99,DevOps,2019,0
CSE_0988,7.17,57,67,7,11,91,29,1208,59,4.7,29,0,5,4,6,65,Cybersecurity,2018,10.59
CSE_0989,6.23,2,34,40,48,82,17,2235,54,5,72,14,5,2,0,17,DevOps,2020,1.02
CSE_0990,9.1,85,80,18,16,53,16,2027,15,1.6,5,13,11,0,8,76,AI_ML,2021,0
CSE_0991,9,69,97,45,63,61,37,993,98,4.5,88,6,6,0,3,4,Cybersecurity,2022,0
CSE_0992,8.47,1,87,27,41,86,13,1034,89,2.1,18,5,5,1,4,19,DataEngineering,2018,29.32
CSE_0993,6.36,86,95,90,93,31,86,1517,81,3.4,79,6,4,1,1,65,FullStack,2021,4.19
CSE_0994,7.95,43,64,67,28,39,88,1973,28,3,84,14,9,1,7,74,FullStack,2018,0
CSE_0995,6.8,1,7,14,18,12,78,1982,22,1.1,65,2,4,4,1,61,Cybersecurity,2019,58.69
CSE_0996,5.46,80,44,98,10,83,55,2102,13,4.7,9,13,8,3,2,93,FullStack,2024,0
CSE_0997,9.59,34,86,36,97,34,21,1615,78,1.3,15,2,7,0,8,95,DataEngineering,2020,19.36
CSE_0998,5.68,97,46,0,49,4,66,1203,48,3.8,36,12,11,3,1,31,DevOps,2018,0
CSE_0999,9.75,86,39,66,70,72,55,1692,32,4.1,78,10,9,3,5,57,DataEngineering,2020,0
CSE_1000,7.23,29,75,23,57,28,18,1477,24,4.2,76,0,3,1,3,49,FullStack,2023,24.4
